NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,17.08,0.15,463.0,0.56,0,2001-2020,M-v,3Ek,(233163),,2005 US449,,2459200.5,173.75408,76.69852,301.79922,5.10929,0.1750976,0.28767748,2.2726478,E2021-B55,11,Pan,0000,2020-03-24,2458596.51067,3.4260856,1.8747126,2.670583,1.1014852,1.4121866,MBA
,,,16.11,0.15,696.0,0.57,0.0,1998-2020,M-v,3Ek,(73980),,1998 DV8,,2459200.5,288.16078,182.17453,132.37999,3.71369,0.1788698,0.26901543,2.3765736,E2021-B10,17,Pan,0000,2020-06-10,2459467.54501,3.663759,1.9514764,2.8016708,1.1502683,1.3754093,MBA
,,,16.41,0.15,145.0,0.57,0,2005-2020,M-v,3Ek,(525867),,2005 TJ127,,2459200.5,22.98895,271.6073,24.7631,9.50767,0.0367251,0.1835448,3.0664884,E2021-B25,11,Pan,0000,2020-08-14,2459075.2502,5.369848,2.9538713,3.1791055,1.5311763,1.2288409,MBA
1.0,,,24.6,0.15,66.0,0.37,6.0,,M-v,3Eh,,,2011 EM11,,2459000.5,192.0049,14.22638,165.06561,9.47144,0.3415705,0.48555094,1.6031698,MPO196819,1,MPCW,2804,2011-04-02,2459346.48865,2.029875,1.0555743,2.1507653,0.7080637,1.9709917,Amor
,,,16.88,0.15,163.0,0.53,0,1999-2020,M-v,3Ek,(342589),,2008 UH289,,2459200.5,226.20896,251.74249,211.01873,4.18659,0.1173014,0.22092041,2.7100595,E2021-B25,13,Pan,0000,2020-05-21,2459806.10745,4.46137,2.3921657,3.0279533,1.3363851,1.288903,MBA
,,,17.8,0.15,25.0,0.26,3,2014-2019,M-v,38h,,,2014 QB521,,2459000.5,46.18769,216.90102,160.34153,21.73158,0.1633428,0.2090891,2.8113513,E2020-N26,2,Veres,0000,2019-10-29,2458779.60044,4.7138165,2.3521373,3.2705653,1.368171,1.2692648,MBA
,,,17.18,0.15,296.0,0.56,0,1995-2020,M-v,3Ek,(205864),,2002 EF90,,2459200.5,88.8308,104.17704,49.54886,2.73689,0.1354622,0.27360737,2.349908,E2021-B55,13,Pan,0000,2020-05-21,2458875.83469,3.6022702,2.0315843,2.6682317,1.1533936,1.3842798,MBA
,,,17.6,0.15,121.0,0.38,0,2005-2018,M-v,38h,(339692),,2005 QW181,,2459200.5,61.06398,163.05964,240.97126,1.70353,0.1760771,0.27646737,2.3336737,MPO476563,8,Williams,0000,2018-04-12,2458979.62766,3.5650054,1.9227672,2.7445802,1.1306612,1.3898627,MBA
,,,18.2,0.15,85.0,0.29,0,1995-2019,M-v,38h,(343692),,2011 CJ109,,2459200.5,253.26144,99.32477,157.77865,7.99724,0.1507413,0.29481307,2.2358271,MPO494799,10,Williams,0000,2019-09-24,2459562.55513,3.3431612,1.8987956,2.5728586,1.0925113,1.4267739,MBA
,,,16.2,0.15,310.0,0.36,0,1998-2018,M-v,38h,(221082),,2005 SC49,,2459200.5,81.66498,248.35997,195.21961,4.74367,0.0356511,0.21938636,2.7226781,MPO470373,13,MPCLINUX,0000,2018-11-01,2458828.25716,4.4925658,2.6256116,2.8197446,1.3596088,1.2863225,MBA
,,,18.2,0.15,79.0,0.31,0,2000-2019,M-v,38h,(430708),,2004 DB56,,2459200.5,278.50648,169.30634,267.65234,2.06784,0.1669331,0.27051512,2.3677819,MPO535186,8,MPCW,0000,2019-05-27,2459501.75313,3.6434477,1.9725207,2.7630431,1.1508999,1.3782938,MBA
,,,17.2,0.15,265.0,0.37,0.0,1994-2019,M-v,38h,,,2011 UB20,,2459000.5,30.45542,199.35352,186.77556,4.03186,0.2471498,0.23503524,2.6004434,MPO543737,10,Rudenko,0400,2019-11-26,2458870.92188,4.1934465,1.9577443,3.2431425,1.2208002,1.3131413,MBA
,,,14.01,0.15,1966.0,0.49,0,1991-2020,M-v,3Ek,(16106),Carmagnola,1999 VW212,"['1991 NR5', '1997 EN33', '1999 TV157']",2459000.5,206.067,21.70576,105.66383,4.84019,0.0461194,0.27677743,2.3319305,E2020-QM5,20,Pan,0000,2020-08-13,2459556.66174,3.5610117,2.2243833,2.4394777,1.1634852,1.3904707,MBA
,,,16.66,0.15,102.0,0.58,0,2002-2020,M-v,3Ek,(525215),,2004 TD340,,2459200.5,208.17805,40.41099,31.21689,12.90982,0.1487327,0.22373671,2.6872694,E2021-B25,8,Pan,0000,2020-05-21,2459879.07419,4.405212,2.2875846,3.0869542,1.3139116,1.2936675,MBA
,,,16.07,0.15,178.0,0.55,0,2000-2020,M-v,3Ek,(435053),,2006 WH99,,2459200.5,265.75264,100.66874,239.26711,9.07674,0.0899558,0.17731087,3.1379485,E2021-B25,9,Pan,0000,2020-05-22,2459732.03762,5.5586422,2.8556718,3.4202252,1.556278,1.2193636,MBA
,,,17.2,0.15,26.0,0.22,3.0,2015-2020,M-v,38h,,,2015 FG302,,2459200.5,4.20469,121.48143,147.21019,10.04064,0.2069764,0.19100606,2.9861019,E2020-X92,2,Veres,0000,2020-05-16,2459178.48661,5.160086,2.3680493,3.6041545,1.4290898,1.2403796,MBA
,,,16.58,0.15,128.0,0.58,0,2004-2020,M-v,3Ek,(389198),,2009 CM51,,2459200.5,73.61514,185.33019,335.92364,11.03518,0.1347142,0.18638386,3.035269,E2021-B25,9,Pan,0000,2020-05-22,2458805.53467,5.2880528,2.6263752,3.4441628,1.4900926,1.2332061,MBA
,,,17.4,0.15,61.0,0.26,0,2008-2020,M-v,38h,,,2014 QO341,,2459000.5,41.70822,129.15203,150.70145,15.59436,0.2823311,0.17760893,3.1344368,E2020-R63,4,MPCLINUX,0000,2020-09-09,2458765.66819,5.5493137,2.2494878,4.0193858,1.4422941,1.2198134,MBA
,,,18.2,0.15,37.0,0.28,1.0,2007-2016,M-v,38h,,,2016 CK260,,2459000.5,16.31022,308.55506,284.44347,2.04886,0.1883863,0.25790788,2.4443289,MPO491062,5,Williams,0000,2016-05-02,2458937.25949,3.8215493,1.9838508,2.904807,1.1787906,1.3544152,MBA
,,,16.18,0.15,479.0,0.55,0,1960-2021,M-v,3Ek,(174477),,2003 AP24,,2459200.5,326.65273,190.28232,249.21348,2.09925,0.2440068,0.21372546,2.770545,E2021-B55,12,Pan,0000,2021-01-05,2459356.52858,4.6115595,2.0945132,3.4465768,1.3027943,1.2768887,MBA
,,,14.31,0.15,1270.0,0.5,0,1999-2021,M-v,3Ek,(96954),,1999 TU176,,2459200.5,266.47893,171.5833,31.36728,28.22054,0.1474039,0.24142999,2.5543196,E2021-B10,18,Pan,0000,2021-01-12,2459587.86325,4.0823746,2.1778029,2.9308363,1.2494098,1.3244252,MBA
,,,17.55,0.15,128.0,0.43,0,1991-2020,M-v,3Ek,(465923),,2010 WX3,,2459200.5,229.44958,8.91537,49.83807,7.19026,0.1017747,0.25911199,2.4367504,E2021-B25,10,Pan,0000,2020-06-15,2459704.33799,3.8037903,2.1887509,2.6847499,1.2057552,1.3566601,MBA
,,,15.29,0.15,275.0,0.66,0,2005-2020,M-v,3Ek,(289982),,2005 OO9,,2459200.5,268.03482,210.82198,134.40154,22.76177,0.1359859,0.17944701,3.1129961,E2021-B55,12,Pan,0000,2020-06-14,2459712.99216,5.4924722,2.6896725,3.5363197,1.527715,1.2225946,MBA
,,,16.2,0.15,141.0,0.55,0,2001-2020,M-v,3Ek,(507863),,2014 HU182,,2459200.5,83.39203,24.69921,165.84982,19.24864,0.0562312,0.1674254,3.2602819,E2021-B25,8,Pan,0000,2020-06-22,2458702.4153,5.8868467,3.0769523,3.4436115,1.6249865,1.2046309,MBA
,,,17.3,0.15,55.0,0.29,1.0,2008-2020,M-v,38h,,,2008 UW291,,2459000.5,273.29159,122.40527,228.28706,12.07806,0.2831759,0.22848038,2.6499445,E2020-M96,4,MPCLINUX,0400,2020-06-24,2459380.0006,4.3137519,1.8995441,3.4003449,1.2187246,1.3017727,MBA
,,,16.1,0.15,168.0,0.31,0,2001-2018,M-v,38h,(326230),,2012 DE8,,2459200.5,231.75223,355.13014,151.24735,10.0121,0.0731489,0.17913977,3.1165544,MPO450276,10,MPCLINUX,0000,2018-05-16,2459916.40926,5.5018921,2.8885819,3.3445269,1.5499392,1.2221288,MBA
,,,17.5,0.15,50.0,0.19,0.0,2014-2020,M-v,38h,,,2014 EH142,,2459200.5,154.40488,298.83892,307.6471,5.2502,0.2298795,0.23058842,2.6337693,E2020-U22,5,MPCLINUX,0000,2020-10-15,2458530.88748,4.2743157,2.0283197,3.2392189,1.2472944,1.3054073,MBA
,,,17.0,0.15,88.0,0.22,0.0,2009-2020,M-v,38h,,,2009 EH33,,2459000.5,311.62014,204.26365,152.85551,6.89825,0.089216,0.21146569,2.7902478,E2020-S24,7,MPCLINUX,0400,2020-09-15,2459229.28359,4.6608396,2.5413131,3.0391825,1.3840194,1.2731614,MBA
,,,17.6,0.15,133.0,0.24,0.0,2005-2021,M-v,38h,,,2011 DQ34,,2459200.5,56.44097,1.35507,340.02433,5.65112,0.1169827,0.26689214,2.3891616,E2021-A28,9,MPCLINUX,0400,2021-01-05,2458989.02514,3.6929063,2.109671,2.6686522,1.178233,1.371346,MBA
,,,18.4,0.15,60.0,0.25,0.0,2006-2019,M-v,38h,,,2006 QB74,,2459000.5,82.57206,185.60589,144.69873,4.87794,0.2340942,0.23024436,2.6363924,MPO543089,4,Rudenko,0000,2019-11-28,2458641.87197,4.2807028,2.0192282,3.2535566,1.2459589,1.3048127,MBA
,,,16.8,0.15,210.0,0.28,0,2006-2020,M-v,38h,(304144),,2006 KV92,,2459200.5,144.23918,229.89741,81.95557,6.49107,0.1415687,0.24109324,2.5566976,MPO534261,10,MPCW,0000,2020-01-26,2458602.22854,4.0880768,2.1947492,2.918646,1.2527285,1.3238261,MBA
,,,17.1,0.15,62.0,0.18,0.0,2008-2020,M-v,38h,,,2019 JS35,,2459000.5,139.54754,2.23003,162.23908,7.69318,0.039204,0.19139292,2.9820767,E2020-RF0,8,MPCLINUX,0400,2020-09-13,2458271.38445,5.1496559,2.8651674,3.098986,1.4887467,1.2409838,MBA
,,,17.42,0.15,104.0,0.5,0,2004-2020,M-v,3Ek,(465963),,2011 BJ109,,2459200.5,157.22094,190.00722,217.07423,2.69577,0.0914732,0.21873143,2.7281103,E2021-B25,8,Pan,0000,2020-03-22,2458481.71459,4.5060176,2.4785613,2.9776593,1.3526416,1.2852239,MBA
,,,17.6,0.15,22.0,0.24,4,2014-2019,M-v,38h,,,2014 WU560,,2459000.5,57.27447,219.41968,124.5533,2.09794,0.1835315,0.18034224,3.1026854,E2020-DB1,2,Veres,0000,2019-10-27,2458682.91227,5.465207,2.5332449,3.6721259,1.4990876,1.2239538,MBA
,,,16.0,0.15,94.0,0.29,0,2003-2019,M-v,38h,(465516),,2008 UO137,,2459200.5,35.27989,19.01074,44.46034,9.88587,0.0821611,0.17415813,3.1757054,MPO495320,7,Williams,0000,2019-10-05,2458997.92607,5.6592687,2.914786,3.4366248,1.577134,1.214626,MBA
,,,16.41,0.15,349.0,0.54,0,2004-2020,M-v,3Ek,(390841),,2004 RJ44,"['2010 NC92', '2010 RB63']",2459200.5,302.45457,153.48137,188.54502,4.52876,0.1855753,0.17193104,3.2030707,E2021-B25,11,Pan,0000,2020-06-24,2459535.20072,5.7325756,2.6086599,3.7974815,1.5463814,1.2113014,MBA
,,,17.1,0.15,37.0,0.26,1.0,2016-2020,M-v,38h,,,2016 AA299,,2459200.5,44.28722,97.6325,303.15574,10.96603,0.0871009,0.18280996,3.0747005,E2020-X92,3,MPCLINUX,0000,2020-12-09,2458958.24168,5.3914332,2.8068913,3.3425097,1.525687,1.2277161,MBA
,,,18.3,0.15,94.0,0.38,0,2003-2018,M-v,38h,(463750),,2014 RB26,['2012 BK66'],2459200.5,205.24873,151.24446,236.09756,3.56074,0.2009613,0.2628905,2.4133452,MPO472556,6,MPCLINUX,0000,2018-11-12,2459789.15296,3.7491185,1.9283562,2.8983342,1.1579406,1.363753,MBA
,,,16.2,0.15,170.0,0.22,0,2004-2019,M-v,38h,(404572),,2013 JX59,,2459200.5,90.14448,204.8848,106.11906,2.12783,0.1550762,0.18530075,3.0470852,MPO476928,11,MPCLINUX,0000,2019-07-29,2458714.02326,5.3189621,2.5745548,3.5196156,1.4869035,1.2315371,MBA
,,,16.73,0.15,210.0,0.56,0,1999-2020,M-v,3Ek,(472900),,2015 FD336,,2459200.5,321.11812,211.51291,185.18324,12.28034,0.1637831,0.22997156,2.6384769,E2021-B25,11,Pan,0000,2020-10-16,2459369.5726,4.2857807,2.206339,3.0706148,1.28385,1.3043417,MBA
,,,16.6,0.15,24.0,0.29,3,,M-v,38h,,,2015 RJ246,,2459000.5,220.06435,224.65473,169.49115,2.98038,0.2740063,0.12597588,3.9410425,MPO416194,1,MPCLINUX,2008,2015-12-16,2460111.31374,7.8237809,2.861172,5.020913,1.8225756,1.1465463,Hilda
,,,16.4,0.15,80.0,0.2,0.0,2010-2020,M-v,38h,,,2010 XZ94,,2459000.5,244.66941,325.88614,124.17548,16.43917,0.1275026,0.17101243,3.2145309,E2020-RA6,6,MPCLINUX,0400,2020-09-12,2459674.89899,5.7633687,2.8046699,3.6243919,1.5811363,1.2099355,MBA
,,,16.3,0.15,406.0,0.5,0,2001-2019,M-v,38h,(211045),,2002 CE43,,2459200.5,230.77138,110.62531,348.86313,27.11961,0.2188335,0.28992092,2.2609086,MPO470263,9,MPCLINUX,0007,2019-05-01,2459646.23751,3.3995741,1.7661461,2.7556711,1.076319,1.4167406,Phocaea
,,,16.29,0.15,571.0,0.57,0,2000-2021,M-v,3Ek,(122978),,2000 SN234,,2459200.5,200.63949,182.90168,122.29776,6.74178,0.121929,0.2646413,2.4026894,E2021-B55,15,Pan,0000,2021-01-12,2459802.67551,3.7243154,2.1097319,2.6956469,1.1834847,1.3670647,MBA
,,,16.49,0.15,146.0,0.58,0,1998-2020,M-v,3Ek,(215528),,2002 VQ91,,2459200.5,288.58107,267.60573,77.14227,13.09526,0.3372923,0.25542008,2.4601751,E2021-B55,10,Pan,0005,2020-03-24,2459480.1137,3.8587712,1.630377,3.2899732,1.0901453,1.3498006,Object with perihelion distance < 1.665 AU
,,,17.5,0.15,37.0,0.25,0.0,2003-2020,M-v,38h,,,2003 SB462,,2459200.5,56.04334,190.01673,160.0707,1.62523,0.1728282,0.18111529,3.0938504,E2020-W62,5,MPCLINUX,0000,2020-11-17,2458891.06523,5.4418801,2.5591458,3.628555,1.5007192,1.2251299,MBA
,,,15.6,0.15,273.0,0.33,0,2002-2020,M-v,38h,(226075),,2002 JM128,,2459200.5,225.07624,28.18079,199.05147,10.11311,0.0458963,0.19179288,2.9779294,MPO533573,11,MPCW,0000,2020-01-26,2459903.9871,5.1389169,2.8412535,3.1146053,1.4858282,1.2416091,MBA
,,,13.56,0.15,1622.0,0.5,0,1973-2020,M-v,3Ek,(18239),Ekers,1251 T-2,['1981 EU'],2459200.5,186.68024,311.93539,152.0199,1.24584,0.1565383,0.18151519,3.0893046,E2021-B10,19,Pan,0000,2020-08-08,2460155.35037,5.4298908,2.6057101,3.5728991,1.5068018,1.2257392,MBA
,,,16.97,0.15,147.0,0.63,0.0,2009-2020,M-v,3Ek,(419054),,2009 RX69,,2459200.5,167.17803,40.1081,16.79797,15.30685,0.1658962,0.22233648,2.6985403,E2021-B25,7,Pan,0000,2020-05-16,2458448.5852,4.4329554,2.2508627,3.1462179,1.3121361,1.2912942,MBA
,,,18.2,0.15,27.0,0.13,3.0,2015-2020,M-v,38h,,,2015 BG441,,2459000.5,87.27733,138.78519,346.13353,3.34432,0.1029344,0.22025134,2.7155451,E2020-O85,2,Veres,0000,2020-04-26,2458604.2375,4.4749226,2.4360221,2.9950681,1.3433863,1.2877762,MBA
,,,14.74,0.15,760.0,0.56,0,1995-2020,M-v,3Ek,(121478),,1999 TG233,,2459000.5,305.50062,75.8142,248.58483,12.72511,0.2578511,0.22869369,2.6482964,E2020-QM9,16,Pan,0000,2020-08-10,2459238.80741,4.3097282,1.9654303,3.3311625,1.2361093,1.3021396,MBA
,,,18.0,0.15,65.0,0.24,0,2005-2020,M-v,38h,,,2014 QM209,,2459000.5,80.20463,129.20375,333.30355,4.92333,0.071287,0.26603496,2.3942909,E2020-HL1,6,MPCLINUX,0400,2020-04-12,2458699.01839,3.7048052,2.2236091,2.5649727,1.1910618,1.3697124,MBA
1.0,,,25.8,0.15,39.0,0.32,3,2013-2018,M-v,3Eh,,,2013 UB3,,2459000.5,165.5145,351.35549,213.60716,4.81834,0.1976168,1.18498053,0.8844268,MPO466448,2,MPCLINUX,0802,2018-11-15,2458860.82302,0.8317501,0.7096492,1.0592044,0.4249439,4.9435385,Aten
,,,17.7,0.15,209.0,0.42,0,2003-2019,M-v,38h,(242850),,2006 FO5,,2459200.5,81.71083,145.83687,175.94987,3.09787,0.2128301,0.30496185,2.1859441,MPO533739,11,MPCW,0000,2019-05-28,2458932.56208,3.2319049,1.7207094,2.6511788,1.0434641,1.4480478,MBA
,,,16.56,0.15,227.0,0.56,0,2006-2020,M-v,3Ek,(536414),,2015 DS107,['2011 GF57'],2459200.5,123.25772,62.48182,49.19381,9.39089,0.1123434,0.21580422,2.7527246,E2021-B25,8,Pan,0000,2020-05-25,2458629.34467,4.5671381,2.4434742,3.061975,1.3589912,1.2803368,MBA
,,,15.12,0.15,1046.0,0.52,0,1994-2021,M-v,3Ek,(45244),,1999 XC242,,2459200.5,320.07174,163.30007,338.72722,5.33365,0.0847614,0.23782889,2.5800392,E2021-B10,18,Pan,0000,2021-01-09,2459368.38656,4.1441881,2.3613515,2.7987269,1.2807515,1.3180471,MBA
,,,17.7,0.15,78.0,0.18,1.0,2011-2020,M-v,38h,,,2011 KW55,,2459200.5,57.84486,227.57234,91.1988,5.66242,0.2870812,0.23472969,2.6026996,E2020-XA6,4,MPCLINUX,0400,2020-12-10,2458954.06811,4.1989052,1.8555135,3.3498857,1.1940983,1.312607,MBA
,,,16.34,0.15,208.0,0.54,0.0,2003-2020,M-v,3Ek,(423759),,2006 DC49,,2459200.5,61.10027,212.50567,0.34583,13.19914,0.1406492,0.21772888,2.7364784,E2021-B25,9,Pan,0000,2020-05-26,2458919.87442,4.5267659,2.3515949,3.1213619,1.3411724,1.2835459,MBA
,,,17.5,0.15,10.0,0.28,E,,,,,,2019 UW74,,2458780.5,206.87826,144.60104,42.04164,14.61845,0.0760314,0.21479425,2.7613467,E2020-UP6,1,Veres,2000,2019-10-26,2459493.37651,4.5886127,2.5513976,2.9712958,1.372692,1.2786592,MBA
,,,14.82,0.15,917.0,0.51,0,1960-2021,M-v,3Ek,(147935),,6620 P-L,,2459200.5,22.78433,82.93442,10.64739,13.44255,0.1765131,0.2171218,2.7415769,E2021-B55,14,Pan,0000,2021-01-11,2459095.56199,4.5394229,2.2576527,3.2255011,1.328079,1.2825319,MBA
,,,16.3,0.15,550.0,0.45,0,1999-2020,M-v,3Ek,(247012),,1999 VL192,,2459200.5,141.55936,136.29486,275.91544,5.4281,0.1331783,0.25304279,2.4755597,E2021-B55,13,Pan,0000,2020-04-21,2458641.07126,3.8950237,2.1458689,2.8052505,1.215826,1.3454203,MBA
,,,11.98,0.15,3427.0,0.42,0,1942-2021,M-v,3Ek,(2501),Lohja,1942 GD,"['A912 JD', '1931 MD', '1935 OG', '1938 DX', '1953 EW1', '1957 FC', '1969 PU', '1972 GE2', '1973 SZ5', '1974 YF', '1976 JS8', '1979 BQ', '1981 UF', '3110 T-3']",2459200.5,291.31231,229.6783,10.90505,3.30225,0.1959431,0.26147092,2.4220724,E2021-B10,39,Pan,0000,2021-01-12,2459463.19726,3.7694734,1.947484,2.8966608,1.16454,1.3610795,MBA
,,,17.0,0.15,57.0,0.25,0.0,2003-2020,M-v,38h,,,2003 AS83,['2016 XD3'],2459000.5,300.70873,289.0552,89.09646,15.80218,0.1599904,0.20307821,2.8665564,E2020-S24,6,MPCLINUX,0400,2020-09-15,2459292.46275,4.8533402,2.4079349,3.3251779,1.3965907,1.2595151,MBA
,,,18.03,0.15,115.0,0.48,0,2005-2020,M-v,3Ek,(545171),,2011 BE45,,2459000.5,241.08595,267.03186,115.39266,22.80837,0.1130906,0.36786352,1.9290563,E2020-QM5,8,Pan,0006,2020-07-10,2459323.75591,2.6792754,1.7108982,2.1472144,0.9521923,1.5954949,Hungaria
,,,16.32,0.15,251.0,0.57,0,2004-2020,M-v,3Ek,(382349),,2013 TM73,,2459200.5,176.56477,227.92976,231.06101,12.73212,0.1268894,0.22416885,2.6838148,E2021-B25,9,Pan,0000,2020-07-08,2458412.85796,4.3967201,2.3432672,3.0243624,1.3203015,1.2944017,MBA
,,,17.18,0.15,239.0,0.48,0,1997-2021,M-v,3Ek,(250024),,2002 CA12,,2459200.5,246.61157,149.95705,356.1725,6.31266,0.0900469,0.29849066,2.2174247,E2021-B55,11,Pan,0000,2021-01-05,2459580.3727,3.3019715,2.0177525,2.4170969,1.0997224,1.4344102,MBA
,,,16.5,0.15,87.0,0.22,0.0,2003-2019,M-v,38h,,,2011 UB192,,2459000.5,42.33021,306.41604,88.56533,2.42184,0.2969671,0.12476495,3.9665017,MPO529025,4,MPCLINUX,0408,2019-12-20,2458661.2202,7.8997158,2.7885812,5.1444222,1.808349,1.1449335,Hilda
,,,17.7,0.15,98.0,0.24,0,2000-2019,M-v,38h,(393955),,2005 UJ221,,2459200.5,321.73313,172.58356,17.45891,6.70725,0.0606789,0.27986779,2.3147323,MPO534956,7,MPCW,0000,2019-10-27,2459337.232,3.5216903,2.1742769,2.4551877,1.1531048,1.3965594,MBA
,,,17.0,0.15,148.0,0.28,0.0,2003-2021,M-v,38h,,,2003 OP31,['2015 PZ254'],2459200.5,101.17538,135.77542,170.0648,6.16573,0.1986711,0.24292934,2.5437986,E2021-B10,9,MPCLINUX,0400,2021-01-15,2458784.01924,4.0571782,2.0384193,3.0491779,1.2216972,1.327099,MBA
,,,14.6,0.15,557.0,0.43,0,2001-2020,M-v,38h,(166478),,2002 PV128,,2459200.5,145.49222,205.68515,121.44372,18.66243,0.1901219,0.18128296,3.0919424,MPO532959,16,MPCW,0000,2020-01-27,2458397.92998,5.4368468,2.5040964,3.6797884,1.49009,1.2253853,MBA
,,,18.4,0.15,22.0,0.11,2.0,,M-v,38h,,,2019 NT30,,2459000.5,84.86346,209.84917,93.53393,6.92689,0.2172085,0.23501782,2.6005718,MPO525065,1,Veres,2000,2019-10-24,2458639.40624,4.1937571,2.0357055,3.1654381,1.238939,1.3131108,MBA
,,,17.5,0.15,183.0,0.31,0.0,2002-2021,M-v,38h,,,2015 FN250,,2459200.5,39.89795,327.86922,39.39633,7.23705,0.1236976,0.27748528,2.327963,E2021-AE8,10,MPCLINUX,0400,2021-01-11,2459056.71594,3.5519276,2.0399996,2.6159264,1.1461713,1.3918606,MBA
,,,15.9,0.15,213.0,0.31,0,2002-2019,M-v,38h,(361981),,2008 KL42,,2459200.5,132.89373,119.69602,152.54121,15.88835,0.1420466,0.19007472,2.9958482,MPO507603,11,Williams,0000,2019-11-26,2458501.3342,5.1853695,2.5702981,3.4213983,1.4677001,1.2389275,MBA
,,,19.6,0.15,13.0,0.28,E,,,,,,2016 BC39,,2457400.5,237.75983,329.37645,278.03996,18.25317,0.0468096,0.40028275,1.8234399,MPO369330,1,MPCMEL,2006,2016-02-02,2457705.88459,2.4622785,1.7380854,1.9087944,0.9097222,1.6838642,Hungaria
,,,17.5,0.15,149.0,0.34,0,1991-2019,M-v,38h,(427861),,2005 OV31,,2459200.5,122.7734,254.11018,32.92875,9.93772,0.3015249,0.27622119,2.3350601,MPO535165,10,MPCW,0005,2019-07-05,2458756.0249,3.5681828,1.6309813,3.0391389,1.0613814,1.3893804,Object with perihelion distance < 1.665 AU
,,,16.1,0.15,205.0,0.36,0,2000-2020,M-v,38h,(313911),,2004 PE72,,2459200.5,214.16362,147.52321,133.47932,15.30194,0.1356176,0.21139188,2.7908972,MPO534336,12,MPCW,0000,2020-01-27,2459890.38665,4.6624669,2.4124024,3.169392,1.3697833,1.27304,MBA
,,,18.5,0.15,42.0,0.33,,,,,,,2015 BN76,,2457060.5,334.70808,170.14042,358.75761,6.74658,0.1144017,0.28856184,2.2680021,MPO382736,1,MPCW,2000,2015-02-27,2457148.14819,3.4155856,2.0085388,2.5274654,1.1191595,1.4139783,MBA
,,,17.2,0.15,132.0,0.21,0,2007-2020,M-v,38h,(451127),,2009 KK28,,2459200.5,19.83225,340.43112,169.61633,6.61862,0.1894314,0.24319491,2.5419464,MPO535286,8,MPCW,0000,2020-01-26,2459118.95121,4.0527478,2.0604219,3.0234709,1.2253653,1.3275737,MBA
,,,14.4,0.15,456.0,0.48,0,2000-2019,M-v,38h,(133497),,2003 SE280,,2459200.5,286.95397,161.80895,340.83635,16.47458,0.0957304,0.18048506,3.1010484,MPO493763,14,Williams,0000,2019-10-04,2459605.22078,5.4608823,2.8041838,3.397913,1.5363147,1.2241709,MBA
,,,16.9,0.15,133.0,0.32,0.0,2012-2020,M-v,38h,,,2016 SS18,,2459200.5,8.70057,347.52193,16.45055,14.98536,0.2672521,0.23520998,2.5991553,E2020-YE2,6,MPCLINUX,0400,2020-12-26,2459163.50934,4.1903311,1.9045256,3.293785,1.206757,1.3134471,MBA
,,,17.1,0.15,95.0,0.29,0,2003-2020,M-v,38h,,,2014 WB454,,2459000.5,314.08629,61.52703,154.97622,14.32847,0.0363025,0.23331846,2.613184,MPO544322,7,MPCLINUX,0400,2020-03-22,2459197.28564,4.2243023,2.5183189,2.7080491,1.3048701,1.3101446,MBA
,,,18.06,0.15,117.0,0.47,0,2001-2020,M-v,3Ek,(466069),,2011 WC106,,2459200.5,135.2603,145.3805,54.26338,4.59505,0.096815,0.29686125,2.2255313,E2021-B25,10,Pan,0000,2020-08-14,2458744.86518,3.3200954,2.0100665,2.4409961,1.1023355,1.4310168,MBA
,,,18.3,0.15,45.0,0.41,0.0,2003-2019,M-v,38h,,,2014 DD53,,2459000.5,202.7127,243.33859,351.90143,1.11742,0.1397372,0.26843981,2.3799698,MPO503991,6,MPCLINUX,0000,2019-10-27,2459586.43137,3.6716153,2.0473995,2.7125401,1.1667487,1.3743054,MBA
,,,18.5,0.15,43.0,0.34,1.0,2006-2020,M-v,38h,,,2016 RL45,,2459200.5,28.88644,230.79644,197.8273,6.17668,0.0820175,0.2873483,2.2743832,E2020-XI0,6,MPCLINUX,0000,2020-12-14,2459099.97238,3.4300106,2.087844,2.4609224,1.1295419,1.4115208,MBA
,,,18.4,0.15,43.0,0.21,3.0,2013-2020,M-v,38h,,,2013 JC70,,2459000.5,338.21876,120.06324,106.26733,2.45041,0.1414255,0.27072129,2.3665796,MPO543991,3,MPCLINUX,0000,2020-04-11,2459080.95635,3.640673,2.0318849,2.7012743,1.1596226,1.3786913,MBA
,,,16.7,0.15,55.0,0.24,0.0,2004-2020,M-v,38h,,,2004 VP136,,2459000.5,62.75657,172.51479,58.45226,6.3632,0.0357499,0.16860174,3.2450994,E2020-QH3,7,MPCLINUX,0400,2020-08-23,2458628.2821,5.8457738,3.1290874,3.3611114,1.620476,1.2063654,MBA
,,,16.9,0.15,99.0,0.24,0,2007-2020,M-v,38h,,,2015 PJ43,,2459200.5,128.56031,171.44428,89.93975,10.71382,0.0379893,0.21848158,2.7301897,E2020-X51,7,MPCLINUX,0400,2020-12-06,2458612.07347,4.5111704,2.6264717,2.8339077,1.3631248,1.2848053,MBA
