NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,17.8,0.15,33.0,0.29,1.0,2009-2020,M-v,38h,,,2009 SH399,,2459000.5,120.18158,185.14029,197.71928,9.12509,0.1807248,0.2169214,2.7432651,E2020-OA3,4,MPCLINUX,0000,2020-02-16,2458446.46716,4.5436165,2.2474891,3.2390411,1.326833,1.2821976,MBA
1.0,,,23.5,0.15,56.0,0.31,5,,M-v,3Eh,,,2015 YV1,,2459000.5,310.42941,281.19602,73.03939,2.88721,0.6244833,0.3991156,1.8269931,MPO369303,1,MPCALB,2803,2016-01-13,2459124.70108,2.4694791,0.6860664,2.9679198,0.5572517,1.6805132,Apollo
,,,17.0,0.15,49.0,0.26,0.0,2006-2019,M-v,38h,,,2018 NX11,,2459000.5,167.52778,68.85837,182.24892,11.32445,0.092483,0.18382764,3.0633421,E2020-N32,7,Veres,0400,2019-11-28,2458089.16906,5.3615857,2.780035,3.3466492,1.5185705,1.2292744,MBA
,,,15.88,0.15,174.0,0.58,0.0,2005-2020,M-v,3Ek,(357779),,2005 SS230,,2459200.5,246.58166,248.85287,196.6059,10.6366,0.083644,0.18501653,3.050205,E2021-B25,10,Pan,0000,2020-07-13,2459813.51743,5.327133,2.7950737,3.3053363,1.5144324,1.2310999,MBA
,,,18.8,0.15,40.0,0.12,,,,,,,2014 OG144,,2456860.5,333.86211,34.80977,307.62113,7.45159,0.177467,0.28350722,2.2948799,MPO307121,1,MPCMEL,2000,2014-08-21,2456952.6948,3.4764817,1.8876144,2.7021454,1.1113019,1.4037987,MBA
,,,16.6,0.15,36.0,0.26,1.0,2009-2018,M-v,38h,,,2009 YB31,,2459000.5,139.82978,337.99371,105.22872,8.13974,0.2636838,0.1261078,3.9382936,E2020-DB1,3,Veres,0008,2018-03-08,2457891.68849,7.8155966,2.8998294,4.9767578,1.8322337,1.1467223,Hilda
,,,17.6,0.15,133.0,0.35,0,2001-2019,M-v,38h,(325024),,2008 CP33,,2459200.5,112.21126,170.57575,78.16083,1.88681,0.1885349,0.27079227,2.366166,MPO471378,11,MPCLINUX,0000,2019-03-31,2458786.11857,3.6397187,1.9200611,2.8122709,1.1410298,1.3788283,MBA
,,,17.4,0.15,45.0,0.26,2.0,2004-2020,M-v,38h,,,2004 TW380,,2459200.5,81.90808,185.85197,199.79495,16.11342,0.0813341,0.19718667,2.9233738,E2020-XA6,6,MPCLINUX,0000,2020-12-10,2458785.1164,4.9983484,2.6856038,3.1611438,1.4520175,1.2501033,MBA
,,,17.3,0.15,67.0,0.28,0,2013-2019,M-v,38h,(495224),,2013 GF52,,2459200.5,271.51058,167.23315,74.30088,15.08214,0.1167522,0.23264026,2.6182602,MPO508067,5,Williams,0000,2019-12-04,2459580.87029,4.236617,2.3125726,2.9239478,1.2912852,1.3089646,MBA
,,,15.05,0.15,1308.0,0.53,0,1977-2020,M-v,3Ek,(20241),,1998 DV23,,2459200.5,92.71324,169.33108,25.52723,8.43991,0.076484,0.2703969,2.3684719,E2021-B10,18,Pan,0000,2020-08-10,2458857.62166,3.6450405,2.1873217,2.5496221,1.1773084,1.378066,MBA
,,,16.53,0.15,60.0,0.58,0,2009-2020,M-v,3Ek,(499109),,2009 HU15,,2459200.5,99.4331,46.39501,77.46674,8.83158,0.0899809,0.17811898,3.1284502,E2021-B25,6,Pan,0000,2020-04-20,2458642.25997,5.533423,2.8469494,3.409951,1.5515603,1.2205839,MBA
,,,16.8,0.15,123.0,0.27,0,2005-2019,M-v,38h,(403713),,2010 VL204,['2012 DN62'],2459200.5,73.17602,51.39337,350.80386,5.07703,0.074078,0.21387987,2.7692114,MPO507746,8,Williams,0000,2019-11-17,2458858.36381,4.6082302,2.5640738,2.974349,1.3770076,1.2771442,MBA
,,,15.9,0.15,95.0,0.25,0.0,2009-2020,M-v,38h,,,2010 KJ121,,2459000.5,320.55623,201.73401,79.28042,29.09462,0.1495917,0.1784207,3.1249223,E2020-OA3,9,MPCLINUX,0400,2020-06-24,2459221.57171,5.5240657,2.6574599,3.5923847,1.5274969,1.2210401,MBA
,,,19.1,0.15,12.0,0.14,,,,,,,2013 AY139,,2456280.5,63.18189,212.28318,171.2368,15.49725,0.2148341,0.17844678,3.1246178,MPO265029,1,MPCW,2000,2013-01-07,2455926.43411,5.5232583,2.4533433,3.7958923,1.4902026,1.2210796,MBA
,,,17.66,0.15,198.0,0.56,0.0,1997-2020,M-v,3Ek,(413230),,2003 SB76,,2459200.5,254.47777,306.80641,93.86543,1.39339,0.2045016,0.27315041,2.3525281,E2021-B25,9,Pan,0000,2020-05-26,2459586.81549,3.6082966,1.8714323,2.8336239,1.1270716,1.383392,MBA
,,,14.69,0.15,1174.0,0.56,0,1998-2020,M-v,3Ek,(36050),,1999 RE18,['1998 HP107'],2459200.5,326.54419,97.44116,170.63809,9.04353,0.1416944,0.21917643,2.7244164,E2021-B10,17,Pan,0000,2020-06-10,2459353.1433,4.4968689,2.3383819,3.1104509,1.3348587,1.2859701,MBA
,,,16.6,0.15,60.0,0.22,1,2013-2020,M-v,38h,,,2015 YE28,,2459000.5,234.44167,163.47814,103.84395,33.23396,0.1344413,0.2328234,2.6168869,MPO544717,4,MPCLINUX,0400,2020-01-23,2459539.7857,4.2332842,2.2650692,2.9687046,1.284794,1.309283,MBA
,,,16.1,0.15,662.0,0.39,0,1995-2020,M-v,38h,(84338),,2002 TO57,,2459200.5,175.96181,100.67067,209.88934,7.26152,0.1572704,0.28724322,2.2749378,MPO526725,14,Williams,0000,2020-01-07,2458587.91175,3.4312652,1.9171574,2.6327182,1.1093348,1.4113085,MBA
,,,17.5,0.15,35.0,0.18,0.0,2011-2020,M-v,38h,,,2020 DZ5,,2459000.5,300.1245,270.95057,357.36804,11.57435,0.1695487,0.22069229,2.7119267,E2020-N58,4,Veres,0000,2020-04-19,2459271.80773,4.4659815,2.2521231,3.1717303,1.3169838,1.2885186,MBA
,,,19.2,0.15,25.0,0.27,3.0,,M-v,38h,,,2018 PG34,,2459000.5,160.39136,342.88563,38.61255,8.39299,0.2987323,0.27148877,2.3621173,MPO524305,1,Veres,2005,2019-01-03,2458409.71534,3.6303809,1.6564766,3.067758,1.0756598,1.3801731,Object with perihelion distance < 1.665 AU
,,,17.7,0.15,224.0,0.39,0,1960-2019,M-v,38h,(185644),,4890 P-L,,2459200.5,322.56496,13.38146,2.67142,2.24614,0.228777,0.27677013,2.3319715,MPO533160,13,MPCW,0000,2019-04-03,2459335.75681,3.5611056,1.7984701,2.8654729,1.1049593,1.3904564,MBA
,,,16.29,0.15,542.0,0.6,0,2000-2020,M-v,3Ek,(122276),,2000 PJ4,,2459200.5,300.72112,181.89887,131.94104,9.90412,0.1405833,0.2826934,2.2992821,E2021-B55,13,Pan,0000,2020-04-15,2459410.19319,3.4864897,1.9760414,2.6225228,1.1269199,1.4021734,MBA
,,,16.59,0.15,217.0,0.55,0,2001-2020,M-v,3Ek,(295107),,2008 ES166,,2459200.5,291.74962,170.56358,99.6264,7.99241,0.1257131,0.23238961,2.6201425,E2021-B55,11,Pan,0000,2020-02-02,2459494.18948,4.2411865,2.2907563,2.9495287,1.2893672,1.308529,MBA
,,,15.36,0.15,748.0,0.61,0,1994-2020,M-v,3Ek,(91368),,1999 JB89,,2459200.5,359.40642,120.12374,110.05588,12.87642,0.1607441,0.22903785,2.6456428,E2021-B10,17,Pan,0000,2020-05-04,2459203.09162,4.3032523,2.2203713,3.0709143,1.2886415,1.3027319,MBA
,,,13.6,0.15,1061.0,0.46,0.0,1990-2019,M-v,38h,(72788),,2001 FV171,['1998 VL20'],2459200.5,210.91708,172.04522,49.52619,22.96992,0.1535641,0.18204586,3.0832981,MPO506054,17,Williams,0000,2019-11-29,2460019.43084,5.4140626,2.6098142,3.556782,1.505294,1.2265487,MBA
,,,18.0,0.15,95.0,0.29,1.0,2016-2021,M-v,38h,,,2016 XW23,,2459200.5,333.82592,250.42483,218.84178,28.31348,0.3801213,0.23780157,2.5802368,E2021-AI4,2,MPCLINUX,0005,2021-01-13,2459310.56693,4.1446642,1.5994338,3.5610398,1.1037064,1.317999,Object with perihelion distance < 1.665 AU
,,,15.55,0.15,741.0,0.53,0,1995-2020,M-v,3Ek,(37121),,2000 VU7,,2459200.5,200.37322,231.10823,222.91707,8.41165,0.0315765,0.2297908,2.6398604,E2021-B10,17,Pan,0000,2020-09-09,2459895.16132,4.289152,2.5565028,2.723218,1.3186141,1.3040297,MBA
,,,16.6,0.15,119.0,0.36,0,2006-2020,M-v,38h,,,2006 SG377,,2459000.5,38.37878,62.04862,111.69604,9.33467,0.0658947,0.18109341,3.0940995,MPO545679,9,MPCLINUX,0400,2020-05-16,2458788.5719,5.4425373,2.8902147,3.2979843,1.5403323,1.2250966,MBA
,,,18.5,0.15,27.0,0.17,2.0,2013-2017,M-v,38h,,,2017 RM43,,2459000.5,244.60897,141.3925,196.71704,4.39908,0.2294068,0.23879776,2.5730559,MPO448522,2,MPCLINUX,0000,2017-09-28,2459483.71667,4.1273741,1.9827794,3.1633324,1.2188212,1.3197571,MBA
,,,15.7,0.15,154.0,0.3,0,1997-2019,M-v,38h,(514573),,1997 WG6,,2459200.5,134.30885,233.14283,61.45363,21.97389,0.2775465,0.17565462,3.1576428,MPO508080,9,Williams,0000,2019-11-26,2458435.88097,5.6110547,2.2812501,4.0340355,1.4572015,1.2168701,MBA
,,,15.32,0.15,587.0,0.56,0,2001-2021,M-v,3Ek,(234338),,2001 FW25,,2459200.5,187.14961,0.60773,193.72872,12.68937,0.1956025,0.22567792,2.6718372,E2021-B55,14,Pan,0000,2021-01-06,2459966.41633,4.3673197,2.1492192,3.1944552,1.2848059,1.2969721,MBA
,,,16.45,0.15,419.0,0.57,0,2004-2020,M-v,3Ek,(320934),,2008 GS128,,2459200.5,77.17045,29.04441,134.63333,15.29642,0.1807828,0.24205498,2.5499209,E2021-B25,11,Pan,0000,2020-05-25,2458881.68617,4.071834,2.0889391,3.0109027,1.2332917,1.3255384,MBA
,,,18.7,0.15,64.0,0.55,2.0,2008-2020,M-v,38h,,,2009 DV141,,2459000.5,84.08687,210.10845,346.0902,20.76063,0.118382,0.37766877,1.8955213,E2020-RA6,4,MPCLINUX,0406,2020-09-13,2458777.85282,2.6097145,1.6711257,2.1199169,0.9344784,1.6212282,Hungaria
,,,15.3,0.15,216.0,0.37,0,2004-2020,M-v,38h,(323577),,2004 TV172,,2459200.5,95.00707,32.02316,305.55313,9.14242,0.0803069,0.1897842,2.9989048,MPO534412,9,MPCW,0000,2020-01-24,2458699.89421,5.1933073,2.7580721,3.2397375,1.4897821,1.2384753,MBA
,,,16.9,0.15,168.0,0.33,0,2004-2019,M-v,38h,(289622),,2005 GU46,,2459200.5,109.92533,39.67989,197.42059,2.1808,0.113643,0.21424312,2.7660804,MPO534143,12,MPCW,0000,2019-05-27,2458687.41309,4.600417,2.4517347,3.0804261,1.3651786,1.2777456,MBA
,,,13.26,0.15,294.0,0.51,0,2002-2021,M-v,3Ek,(390337),,2013 CE58,['2010 AN137'],2459200.5,285.49179,287.1017,169.91099,17.77663,0.1043461,0.08244265,5.2283913,E2021-B25,13,Pan,0009,2021-01-06,2460104.25862,11.95507,4.6828291,5.7739535,2.585732,1.0912819,Jupiter Trojan
,,,16.69,0.15,189.0,0.59,0,1997-2020,M-v,3Ek,(232967),,2005 EY70,['2002 TL321'],2459200.5,310.84836,300.29523,357.79763,5.61348,0.0544266,0.20057111,2.8903946,E2021-B55,13,Pan,0000,2020-05-16,2459445.55844,4.9140063,2.7330802,3.047709,1.4409163,1.2554927,MBA
,,,17.2,0.15,55.0,0.24,0.0,2006-2018,M-v,38h,,,2012 VY34,,2459000.5,136.08074,268.7606,130.15525,0.74297,0.1889099,0.1779934,3.1299215,MPO473258,4,MPCLINUX,0000,2018-12-14,2458235.97311,5.537327,2.5386483,3.7211947,1.5091121,1.2203941,MBA
,,,15.5,0.15,855.0,0.46,0,1998-2019,M-v,38h,(96449),,1998 GA1,,2459200.5,259.0882,106.16298,68.64669,2.68619,0.0820525,0.2465769,2.5186499,MPO493538,16,Williams,0000,2019-09-18,2459609.75083,3.9971616,2.3119884,2.7253114,1.2508464,1.333649,MBA
,,,15.83,0.15,761.0,0.55,0,1991-2020,M-v,3Ek,(43597),Changshaopo,2001 QT163,"['1991 VK13', '1994 RG22']",2459200.5,226.64901,80.92199,346.90951,7.2165,0.1023889,0.29350827,2.2424485,E2021-B10,16,Pan,0000,2020-06-14,2459654.8348,3.3580234,2.0128467,2.4720503,1.1094699,1.424084,MBA
,,,16.01,0.15,159.0,0.53,0,2007-2020,M-v,3Ek,(383733),,2007 UC140,,2459200.5,157.86473,175.12196,241.30059,9.60699,0.0559166,0.18479266,3.052668,E2021-B25,9,Pan,0000,2020-04-27,2458346.21942,5.3335867,2.8819732,3.2233628,1.5215617,1.2307557,MBA
,,,15.8,0.15,675.0,0.47,0,2000-2020,M-v,38h,(88337),,2001 OA68,,2459200.5,219.88588,328.9285,273.77385,2.14468,0.1346083,0.27791954,2.3255374,MPO532154,14,MPCW,0000,2020-01-25,2459704.65361,3.5463777,2.0125008,2.638574,1.1417,1.3927147,MBA
,,,16.34,0.15,116.0,0.55,0,1995-2020,M-v,3Ek,(441369),,2008 EH11,,2459200.5,304.97575,12.81761,25.67966,10.04293,0.0727215,0.19207095,2.9750545,E2021-B25,9,Pan,0000,2020-09-15,2459486.97885,5.131477,2.7587041,3.1914049,1.4796606,1.2420442,MBA
,,,17.9,0.15,38.0,0.11,,,,,,,2014 HW10,,2456740.5,326.11302,50.4198,203.40097,12.81709,0.2230907,0.22926418,2.6439014,MPO409462,1,MPCW,2000,2014-04-27,2456888.30762,4.2990043,2.0540716,3.2337312,1.2561579,1.3031218,MBA
,,,15.36,0.15,748.0,0.55,0,1991-2021,M-v,3Ek,(33122),,1998 BR17,,2459200.5,126.99215,256.75019,102.2732,2.14589,0.0627989,0.21333559,2.7739194,E2021-B10,20,Pan,0000,2021-01-10,2458605.23034,4.619987,2.5997203,2.9481185,1.3814899,1.2762441,MBA
,,,16.34,0.15,139.0,0.51,0,2005-2020,M-v,3Ek,(405742),,2005 YD58,,2459200.5,38.50438,45.64659,292.8778,8.48227,0.0841437,0.1812565,3.0922433,E2021-B25,7,Pan,0000,2020-11-05,2458988.06966,5.4376404,2.8320505,3.3524361,1.5351749,1.225345,MBA
,,,17.7,0.15,420.0,0.35,0,1995-2019,M-v,38h,(378214),Sauron,2007 AP11,,2459200.5,268.25286,252.30333,266.33888,1.0448,0.3069473,0.26905899,2.376317,MPO494946,7,Williams,0005,2019-08-29,2459541.49277,3.6631657,1.6469129,3.1057211,1.0762142,1.375493,Object with perihelion distance < 1.665 AU
,,,16.9,0.15,67.0,0.3,0.0,2004-2020,M-v,38h,,,2013 GK156,,2459200.5,96.372,83.9646,205.87768,9.85913,0.0255899,0.18805785,3.0172299,E2020-Y10,8,MPCLINUX,0400,2020-11-05,2458688.04053,5.2409812,2.9400193,3.0944405,1.507627,1.2357945,MBA
,,,18.6,0.15,35.0,0.28,0.0,2003-2020,M-v,38h,,,2003 SH404,,2459200.5,55.80722,219.90503,75.75492,7.78629,0.1254876,0.28449477,2.2895661,E2020-Y10,4,MPCLINUX,0000,2020-09-13,2459004.3374,3.464414,2.0022539,2.5768783,1.126756,1.405776,MBA
,,,13.9,0.15,1441.0,0.44,0,1989-2020,M-v,38h,(7646),,1989 KE,,2459200.5,168.92817,96.04029,150.99065,13.98762,0.1376112,0.23394545,2.6085128,MPO531080,22,MPCW,0000,2020-01-16,2458478.41626,4.2129806,2.2495522,2.9674734,1.2795579,1.3112375,MBA
,,,17.9,0.15,40.0,0.22,0.0,2012-2019,M-v,38h,,,2017 RT55,,2459000.5,120.57433,254.76133,187.22498,1.82778,0.2075263,0.18614473,3.0378679,MPO501642,4,Veres,0000,2019-02-05,2458352.75483,5.2948459,2.4074304,3.6683054,1.4535178,1.2328372,MBA
,,,18.1,0.15,47.0,0.33,0.0,2007-2020,M-v,38h,,,2011 UU167,,2459000.5,106.15922,171.45858,219.2496,6.58828,0.1403803,0.26083041,2.426036,E2020-HL1,5,MPCLINUX,0400,2020-02-01,2458593.49522,3.77873,2.0854683,2.7666037,1.1891135,1.3598766,MBA
,,,16.9,0.15,60.0,0.27,0,2008-2019,M-v,38h,(508265),,2015 HQ157,,2459200.5,140.36003,299.03292,222.77693,7.56722,0.1203594,0.22184095,2.7025573,MPO472924,6,MPCLINUX,0000,2019-04-22,2458567.79417,4.4428573,2.3772791,3.0278355,1.3317035,1.2904564,MBA
,,,18.1,0.15,138.0,0.26,0,1996-2020,M-v,38h,(395335),,2011 QL29,,2459200.5,177.10038,50.5893,276.32843,0.90899,0.2006572,0.26065029,2.4271535,MPO534963,12,MPCW,0000,2020-01-22,2458521.04386,3.7813412,1.9401277,2.9141793,1.1647141,1.3595388,MBA
,,,17.3,0.15,68.0,0.28,2.0,2016-2020,M-v,38h,,,2016 TN110,,2459200.5,350.54622,314.91021,73.64044,6.93761,0.0431831,0.22137655,2.7063355,E2020-UQ6,3,MPCLINUX,0000,2020-10-20,2459243.20453,4.4521773,2.5894675,2.8232035,1.3506444,1.2896723,MBA
,,,18.6,0.15,64.0,0.21,0.0,2011-2019,M-v,38h,,,2011 EO98,,2459000.5,142.21887,139.91818,106.42314,2.38584,0.142577,0.27498547,2.3420503,E2020-N26,5,Veres,0400,2019-08-28,2458483.31301,3.5842173,2.0081278,2.6759728,1.1472203,1.3869644,MBA
,,,16.6,0.15,160.0,0.39,0.0,2001-2021,M-v,38h,,,2016 NO23,,2459200.5,45.01989,211.75626,122.50038,25.39639,0.2223726,0.26054489,2.427808,E2021-AJ6,11,MPCLINUX,0407,2021-01-14,2459027.70864,3.7828708,1.88793,2.967686,1.153877,1.3593412,Phocaea
,,,17.0,0.15,132.0,0.26,0,2005-2019,M-v,38h,(367164),,2006 VN124,,2459200.5,326.65042,238.55572,294.33448,2.0125,0.0555638,0.22348433,2.6892922,MPO507625,11,Williams,0000,2019-11-19,2459349.72561,4.4101868,2.5398649,2.8387195,1.3404947,1.2932391,MBA
,,,12.63,0.15,1999.0,0.45,0,1994-2021,M-v,3Ek,(39266),,2001 AT2,,2459200.5,31.10177,189.60471,105.13086,7.03825,0.2496455,0.12453923,3.971293,E2021-B10,21,Pan,0008,2021-01-10,2458950.76522,7.9140337,2.9798776,4.9627084,1.8618953,1.1446334,Hilda
,,,16.6,0.15,88.0,0.24,0,2006-2020,M-v,38h,,,2014 OF114,,2459200.5,291.46674,124.64106,310.51408,8.9242,0.0410217,0.18070563,3.0985244,E2020-T88,8,MPCLINUX,0400,2020-10-11,2459579.75366,5.4542166,2.9714177,3.2256311,1.5466551,1.2245064,MBA
,,,13.83,0.15,2249.0,0.49,0,1976-2021,M-v,3Ek,(3890),Bunin,1976 YU5,['1983 WX'],2459200.5,231.73242,71.82884,259.52808,5.21447,0.1404087,0.2771135,2.3300447,E2021-B10,24,Pan,0000,2021-01-13,2459663.3702,3.556693,2.0028862,2.6572032,1.1420544,1.3911303,MBA
,,,15.8,0.15,722.0,0.46,0,1991-2019,M-v,38h,(50301),,2000 CL36,,2459200.5,9.20138,218.86775,277.48656,3.69127,0.093144,0.282977,2.2977457,MPO526432,16,Williams,0000,2019-12-21,2459167.98365,3.4829957,2.0837245,2.5117669,1.1389055,1.4027393,MBA
,,,17.4,0.15,91.0,0.28,0,2005-2020,M-v,38h,(455759),,2005 MR26,,2459200.5,177.18102,239.18294,113.2322,5.84289,0.2033336,0.22978796,2.6398821,MPO535310,8,MPCW,0000,2020-01-24,2458429.43668,4.2892049,2.1031054,3.1766588,1.2653687,1.3040248,MBA
,,,16.6,0.15,65.0,0.29,0.0,2005-2020,M-v,38h,,,2010 JM30,,2459000.5,295.0196,60.116,224.29513,18.51124,0.1024572,0.18969464,2.9998486,MPO545776,7,MPCLINUX,0400,2020-05-17,2459343.05271,5.1957591,2.6924925,3.3072047,1.4841789,1.2383359,MBA
,,,19.3,0.15,18.0,0.17,4.0,,M-v,38h,,,2019 TZ30,,2459000.5,88.44598,211.70102,160.88867,7.57385,0.2033644,0.30149529,2.2026679,MPO525808,1,Veres,2000,2019-11-29,2458707.14216,3.2690648,1.7547237,2.6506121,1.055786,1.4407102,MBA
,,,17.1,0.15,19.0,0.49,5.0,2010-2015,M-v,38h,,,2010 GO6,,2459000.5,289.46793,185.84256,120.44433,6.73244,0.3142487,0.18239739,3.0793352,MPO456671,2,MPCLINUX,0000,2015-05-26,2459387.1947,5.4036281,2.1116581,4.0470123,1.387622,1.2270855,MBA
,,,16.2,0.15,200.0,0.19,0.0,2003-2020,M-v,38h,,,2018 XG20,['2012 JG12'],2459000.5,109.89419,291.96805,171.23142,26.81882,0.1264376,0.23606204,2.5928971,E2020-O67,9,MPCLINUX,0400,2020-07-21,2458534.96895,4.1752061,2.2650574,2.9207368,1.2757229,1.3149402,MBA
,,,15.9,0.15,137.0,0.33,0,1994-2018,M-v,38h,(461120),,2015 DE177,"['2007 VD210', '2010 KV5']",2459200.5,225.05299,264.73588,16.20019,12.43536,0.0910301,0.17724204,3.1387609,MPO472535,11,MPCLINUX,0000,2018-11-13,2459961.87151,5.560801,2.8530392,3.4244826,1.5563758,1.2192597,MBA
,,,19.7,0.15,18.0,0.19,2.0,2012-2016,M-v,38h,,,2016 CA340,,2459000.5,232.73864,54.13707,13.22992,11.017,0.2577131,0.34893549,1.9982015,E2020-N26,2,Veres,0005,2016-03-04,2459365.21324,2.8246128,1.4832388,2.5131642,0.9327444,1.5480615,Object with perihelion distance < 1.665 AU
,,,16.45,0.15,250.0,0.56,0,2001-2020,M-v,3Ek,(199370),,2006 BA203,,2459200.5,206.71412,245.59808,107.62779,3.07618,0.070782,0.21017762,2.8016362,E2021-B55,14,Pan,0000,2020-03-22,2459929.81597,4.6894036,2.6033308,2.9999416,1.3937999,1.2710465,MBA
,,,17.2,0.15,98.0,0.4,0.0,2005-2020,M-v,38h,,,2019 JL36,,2459200.5,32.90892,187.42124,141.03407,2.72624,0.0708567,0.20241155,2.8728471,E2020-U22,10,MPCLINUX,0400,2020-10-15,2459037.91576,4.8693251,2.6692866,3.0764076,1.4292117,1.258443,MBA
,,,17.01,0.15,260.0,0.48,0.0,2001-2020,M-v,3Ek,(360052),,2013 AE77,"['2010 AO134', '2010 NX92']",2459200.5,137.87002,131.14441,317.53535,23.54638,0.1432656,0.28703197,2.2760538,E2021-B25,11,Pan,0007,2020-04-26,2458720.17004,3.4337904,1.9499736,2.602134,1.1146689,1.4108817,Phocaea
,,,17.2,0.15,96.0,0.56,0,2006-2020,M-v,3Ek,(511436),,2014 JR10,,2459200.5,105.66325,156.25051,73.16917,9.19554,0.0730025,0.19238309,2.9718357,E2021-B25,7,Pan,0000,2020-09-13,2458651.26618,5.1231514,2.7548843,3.1887871,1.4779989,1.2425329,MBA
,,,16.9,0.15,91.0,0.34,1,1995-2018,M-v,38h,(444200),,2005 SM156,,2459200.5,55.65134,165.88544,167.17774,2.19796,0.0863715,0.19735264,2.9217346,MPO446761,10,MPCLINUX,0000,2018-04-14,2458918.51061,4.994145,2.66938,3.1740892,1.4499692,1.2503665,MBA
,,,22.0,0.15,34.0,0.2,5.0,,M-v,38h,,,2011 PZ,,2459000.5,44.86673,145.3373,195.56402,5.52397,0.485622,0.23926509,2.5697043,MPO209966,1,MPCS,2005,2011-10-18,2458812.98101,4.1193124,1.3217994,3.8176092,0.9818471,1.3205835,Object with perihelion distance < 1.665 AU
,,,18.32,0.15,162.0,0.55,0,2004-2020,M-v,3Ek,(307974),,2004 NJ26,,2459200.5,43.16735,38.92002,259.09541,2.80988,0.2195952,0.3072404,2.175123,E2021-B25,10,Pan,0000,2020-10-16,2459059.99976,3.2079363,1.6974764,2.6527696,1.0351171,1.4529116,MBA
,,,16.4,0.15,119.0,0.32,0,2006-2018,M-v,38h,(402467),,2006 BW166,,2459200.5,344.49547,289.82405,106.00483,1.51245,0.0468894,0.17665127,3.1457549,MPO455849,9,MPCLINUX,0000,2018-06-04,2459288.26917,5.5793977,2.9982523,3.2932575,1.5694193,1.2183693,MBA
,,,17.1,0.15,31.0,0.18,0.0,2011-2017,M-v,38h,,,2016 GS269,,2459000.5,234.30573,123.35758,141.49988,17.58629,0.1784064,0.18418923,3.0593317,MPO544866,3,Rudenko,0000,2017-09-16,2459682.91933,5.3510604,2.5135273,3.6051361,1.4809784,1.229829,MBA
,,,17.3,0.15,53.0,0.29,0.0,2005-2020,M-v,38h,,,2005 YG236,,2459000.5,154.38418,253.6187,113.51681,7.48704,0.0771863,0.21733917,2.7397486,MPO543036,7,Rudenko,0400,2020-02-02,2458290.16219,4.5348828,2.5282775,2.9512197,1.361713,1.2828948,MBA
1.0,,,26.5,0.15,80.0,0.84,6.0,,M-v,3Eh,,,2020 HU2,,2459000.5,9.65461,18.45402,215.24687,4.96821,0.3298467,0.52613013,1.5196396,MPO546171,1,MPCLINUX,2804,2020-05-04,2458982.14977,1.8733154,1.0183915,2.0208877,0.6771523,2.1450617,Amor
,,,14.35,0.15,651.0,0.5,0,2001-2021,M-v,3Ek,(135330),,2001 SR343,,2459200.5,179.82654,349.10789,335.30562,13.04587,0.1326986,0.17184783,3.2041046,E2021-B55,15,Pan,0000,2021-01-15,2458154.07089,5.7353514,2.7789244,3.6292848,1.5738419,1.2111776,MBA
,,,18.0,0.15,42.0,0.33,0.0,2008-2019,M-v,38h,,,2008 XG64,,2459000.5,132.01531,338.31982,158.47134,7.72742,0.2331876,0.21359244,2.7716952,E2020-DD7,4,MPCLINUX,0000,2019-05-08,2458382.4288,4.6144315,2.1253702,3.4180202,1.3104901,1.2766687,MBA
,,,15.35,0.15,1304.0,0.51,0,1991-2020,M-v,3Ek,(43841),Marcustacitus,1993 HB,['1999 XQ82'],2459200.5,212.94936,241.86763,199.93129,0.86894,0.156647,0.26133146,2.422934,E2021-B10,19,Pan,0000,2020-07-14,2459763.19794,3.7714849,2.0433887,2.8024793,1.1817397,1.3608174,MBA
,,,18.7,0.15,26.0,0.34,3.0,2004-2021,M-v,38h,,,2008 SN188,,2459200.5,51.59172,48.25626,337.70344,1.96251,0.1900302,0.25457308,2.465629,E2021-A28,4,MPCLINUX,0000,2021-01-04,2458997.84017,3.8716099,1.997085,2.934173,1.1882957,1.3482367,MBA
,,,17.2,0.15,52.0,0.22,0,2007-2019,M-v,38h,,,2007 VQ359,,2459000.5,215.38537,52.06696,303.46565,8.98824,0.0651151,0.19304218,2.9650675,E2020-N26,7,Veres,0000,2019-01-14,2459749.63519,5.1056598,2.7719968,3.1581382,1.4762478,1.2435662,MBA
,,,16.13,0.15,568.0,0.53,0,1992-2020,M-v,3Ek,(98305),,2000 SG243,,2459200.5,275.37838,280.28444,20.23366,6.3678,0.1206863,0.2749705,2.3421353,E2021-B10,17,Pan,0000,2020-02-25,2459508.24799,3.5844124,2.0594717,2.6247989,1.1540108,1.3869352,MBA
,,,15.9,0.15,92.0,0.21,0,2011-2019,M-v,38h,(523392),,2017 DK58,,2459200.5,344.11044,322.95316,93.20474,11.30679,0.0822806,0.18131894,3.0915333,MPO477464,7,MPCLINUX,0000,2019-07-06,2459288.13323,5.4357678,2.8371601,3.3459065,1.5353017,1.2254401,MBA
